text,label
My friend and I hot box a spider in a cup &amp; decapitate it with isi meme music playing in the background.,betrayal degradation harm
My friend and I tip a Bartender $1 each for over $50 worth of drink.,harm cheating degradation
"My mother-in-law think I'm autistic, and I let her because it's just easier.",cheating
"My parent and I cause her death, I hate them and myself for it.",harm
My wife and I go from have less than 50 buck in our bank account to have nearly 2 million dollar literally overnight. I'm afraid it will change us for the worse.,degradation
My young abusive brother cuss me out for tell my friend about his emotional and physical abuse but that just motivate me to continue document him.,harm
Neighbor'S Frustrations Spill Over in Driveway Conversation.,harm
New Neighbors' Modesty Raises Temperature of Hot Tub Guests.,harm
"No matter how hard I work, no matter how fit I get, I can't feel worthy of be loved.",harm
Nontraditional Wedding Ring Doesn't Carry Traditional Weight.,cheating
"Not really interesting, but I ditch class, ditch diet and I am about to go to the cinema by myself to watch capt marvel.",subversion
Notice: IM AN NOT A FURRY!!! But sometimes I imagine myself with wing like a bird.,cheating betrayal
Now I have so many character I don't know how to use them all.,cheating
Obsession With Politics Turns Friendship Into One-Way Street.,harm
Obsession With Television Romances Worries Woman's Older Sister.,harm
Office Wardrobe Inspection Is Too Close for Worker's Comfort.,harm subversion degradation
"On her 16th birthday, when she saw her new car, she cry with joy.",harm
"On her second day there, she find two kitten in the parking lot.",harm
"On his way there, he trip on a toy that be leave on the ground.",degradation
On the day of the anniversary she realize her husband forgot.,betrayal
"On the path to the perfect life and love, but I don't think I'm in love with him.",cheating
"Once a month I book a nice hotel, buy a lot of drug and alcohol, and just do an all-out drug binge for a day.",harm
"One Time, I Said The N-Word At A Kids Party Cause One Of The Kids Whispered It To Me as a Prank.",harm
One day I am sit down watch Shane Dawson and he have a bunch of food and...,harm
One day he felt bold and proceed to eat candy behind his mom's back.,harm
One day she didn't report for class and her teacher immediately knew.,betrayal
"One day, he have too much beer and he tell his friend what he knew.",degradation
"One day, they fight each other until they are down to ground level.",harm
One of them ask the other one to forgive him for his mistake.,harm
One time I ask for a water cup at McDonald’s and then I fill it up with soda without the employee knowing.,cheating subversion
One time I date my first cousin for 9 month so me and my friend would have something to talk about.,harm cheating
One time I order Chinese food delivery for myself and it come with three set of utensils. And by one time I mean almost every time.,harm degradation
One time I play hide and seek at my house with my little brother Ryan and I get in the car and drive away.,betrayal
"One time I take so much Adderall I remember my birth, my past life, and my near death experience.",degradation
One time he twist his ankle close to the summit of a mountain.,harm
Online Romance Spells Trouble if Man and Married Woman Meet.,harm
Parents With Strong Beliefs Won't Visit Cohabitating Couple.,harm subversion
Parents' Irresponsibility Could Put Son at Mercy of the State.,harm betrayal
People around him always make fun of his antic and it pain him.,harm
Racist Language Draws Physical Reaction From Offended Friend.,harm betrayal
Recipient With Bad Knees Misses Deliveries From Impatient Drivers.,cheating
Road Trip Turns to Thrill Ride as Driver's Distraction Causes Terror.,harm
Self harm doesn't help anymore. And I haven't tell anyone I still do it. I feel guilty.,harm
She arrive at a casino and put all of her money on roulette.,harm
She ask one of her friend to do it since the tattoo parlor refused.,harm
She crawl out her window for her secret tryst and meet her father.,subversion
She decide she would go back to wood floor when she could afford it.,harm
She decide she would not use the card again until it is pay off.,harm
She end up miss her deadline cause she keep change the essays.,subversion
She felt a lot of peer pressure since they buy a lot of items.,harm betrayal
She forget to bring her toothbrush and couldn't take off her braces.,degradation
She frantically search and finally saw her room phone off the hook.,harm
She get out of bed and put on her swimsuit and gather her toys.,harm degradation
She go back to the doctor so he could change her whole body.,harm
She have to call in sick to finally be free of all the demand on her.,betrayal subversion harm degradation
"She is a little drunk, but not noticeably, when they have an idea.",harm
She is able to give them over a thousand dollar to help save lions!.,cheating
"She is able to prove that she is not to blame, and receive a bonus.",cheating
"She is late for work, but she is relieve to drink her latte.",cheating subversion
She is raise with always have at least one animal in her home.,harm
"She isgin to yell at her tablet game, which get her a warning.",cheating harm
"She leave for work, scratch his car and texted him, show her that!.",harm
She now think her dad like her boyfriend more than he like her.,betrayal
She pooped her pant and an angry taxi driver have to take us home.,degradation
